id,category_id,standard_id,relationship,scope,evidence_kind,confidence,source_refs,specification_commit,verified_at,implementation_claim
MAP-156,FIN-SEC,EIP-7702,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-7702.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-157,FIN-RSK,EIP-7702,execution_interface,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-7702.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-158,FIN-MON,ERC-5805,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-5805.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-159,FIN-CRE,ERC-5805,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-5805.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-160,FIN-CAP,ERC-5805,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-5805.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-161,FIN-MGT,ERC-5805,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-5805.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-162,FIN-SEC,ERC-5805,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-5805.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-163,FIN-RSK,ERC-5805,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-5805.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-164,FIN-MON,ERC-6372,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6372.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-165,FIN-CRE,ERC-6372,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6372.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-166,FIN-CAP,ERC-6372,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6372.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-167,FIN-MGT,ERC-6372,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6372.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-168,FIN-SEC,ERC-6372,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6372.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-169,FIN-RSK,ERC-6372,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6372.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-170,FIN-MON,ERC-173,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-173.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-171,FIN-EXC,ERC-173,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-173.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-172,FIN-CRE,ERC-173,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-173.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-173,FIN-CAP,ERC-173,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-173.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-174,FIN-DER,ERC-173,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-173.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-175,FIN-MGT,ERC-173,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-173.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-176,FIN-SEC,ERC-173,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-173.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-177,FIN-RSK,ERC-173,governance,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-173.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-178,FIN-MON,ERC-1967,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1967.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-179,FIN-EXC,ERC-1967,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1967.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-180,FIN-CRE,ERC-1967,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1967.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-181,FIN-CAP,ERC-1967,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1967.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-182,FIN-DER,ERC-1967,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1967.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-183,FIN-MGT,ERC-1967,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1967.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-184,FIN-SEC,ERC-1967,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1967.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-185,FIN-RSK,ERC-1967,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1967.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-186,FIN-MON,ERC-1822,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1822.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-187,FIN-EXC,ERC-1822,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1822.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-188,FIN-CRE,ERC-1822,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1822.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-189,FIN-CAP,ERC-1822,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1822.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-190,FIN-DER,ERC-1822,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1822.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-191,FIN-MGT,ERC-1822,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1822.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-192,FIN-SEC,ERC-1822,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1822.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-193,FIN-RSK,ERC-1822,supporting_infrastructure,Capability relevance to eligible EVM components; not whole-category implementation or adoption,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1822.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-194,FIN-MON.1,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-195,FIN-MON.1,ERC-3643,authorization,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3643.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-196,FIN-MON.1,ERC-7943,authorization,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7943.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-197,FIN-MON.2,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-198,FIN-MON.2,ERC-721,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-721.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-199,FIN-MON.2,ERC-2612,authorization,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-2612.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-200,FIN-MON.2,ERC-3009,authorization,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3009.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-201,FIN-MON.3,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-202,FIN-MON.3,ERC-1271,authorization,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1271.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-203,FIN-MON.3,ERC-5164,messaging,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-5164.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-204,FIN-EXC.1,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-205,FIN-EXC.1,ERC-721,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-721.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-206,FIN-EXC.1,ERC-6909,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-6909.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-207,FIN-EXC.2,ERC-7683,execution_interface,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7683.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-208,FIN-EXC.2,EIP-712,authorization,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/EIPs/blob/991d932f52a56477753cd9f62114b842cd77275c/EIPS/eip-712.md"", ""CATEGORIES.md""]",991d932f52a56477753cd9f62114b842cd77275c,2026-09-09T05:16:05Z,False
MAP-209,FIN-EXC.2,ERC-1271,authorization,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1271.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-210,FIN-EXC.2,ERC-2612,authorization,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-2612.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-211,FIN-EXC.2,ERC-3009,authorization,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3009.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09T05:16:05Z,False
MAP-212,FIN-CRE.1,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-213,FIN-CRE.1,ERC-4626,accounting_interface,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4626.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-214,FIN-CRE.1,ERC-3525,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3525.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-215,FIN-CRE.1,ERC-3475,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3475.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-216,FIN-CRE.1,ERC-7092,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7092.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-217,FIN-CRE.2,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-218,FIN-CRE.3,ERC-3156,execution_interface,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3156.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-219,FIN-CAP.1,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-220,FIN-CAP.1,ERC-3525,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3525.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-221,FIN-CAP.1,ERC-3475,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3475.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-222,FIN-CAP.1,ERC-3643,authorization,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3643.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-223,FIN-CAP.2,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-224,FIN-CAP.2,ERC-1155,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1155.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-225,FIN-DER.1,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-226,FIN-DER.2,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-227,FIN-DER.2,ERC-1155,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1155.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-228,FIN-DER.2,ERC-3525,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3525.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-229,FIN-DER.3,ERC-1155,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-1155.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-230,FIN-DER.3,ERC-165,supporting_infrastructure,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-165.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-231,FIN-DER.4,ERC-5095,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-5095.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-232,FIN-DER.4,ERC-5115,accounting_interface,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-5115.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-233,FIN-DER.4,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
